,review_comments,star_rating
752,It was realy fun but I think  you should be able to choose what the mom looked like and the babies and choose if you wanted a girl or a boy and choose what teddies you wanted to give them like a rabbit toy or a dog toy but apart from that it was great. Thank you so much.  '),5
754,"This game is simple, cute and really fun. My 3yo loves it and so do I.  Also there are no pop-ups or ads, thank you for that devs. ^_^  ')",5
755,"Pretty basic car upgrades and customizing. Nothing fancy. But... the game itself is fun and rewarding to play. There's enough cars to keep you satisfied, the maps are pretty fun and the goals/achievements are challenging (But not super hard). It will keep you entertained for a couple of weeks.  "")",4
756,I first thought that it will be a boring game but u proved me false!! It is one of the amazing game which i played on my phone.  '),5
757,Its an amazing app. It was completely correct. Everything I asked was accurately shown on the app. Apps are so innovative now that they can turn a phone into a lie detector. Wow. Technology is crazy. Also you are a fool if you thought it would work.  '),5
758,"An awesome game from one of my favorite developers. But the Stability of this game is horrible! Game Freezes, won't always load missions and enemies sometimes glitch into the ground. Please patch this soon.  "")",4
759,"I wish there were more level's.. And a little bigger bonuses for some players that have been playing for the 7-10 year Fram that you've been on here...I love playing Zynga because you have to think about what you're doing... It's not like other poker sites where they give you millions of chips everyday... It's strategic playing that gets you where you want to be...a few weeks back I was number one on the league board... Then I didn't win a tourney for like a week...I think getting to that high of money count... Would have been a Chip bonus and the coupons... Just a thought...I think if you make in the top 10 or something it should be done consolation of chips as well as the coupons to move up in the ranking... Those are my thoughts... Thank you for having Zynga poker it's an awesome game!!  "")",5
762,"I love this game but I\'m really disappointed it\'s no longer available on my PC and is only available for Android devices, unlike what the tag line says above...""available on all your devices"".... my PC is one of my devices so where\'s the love?  ')",5
764,This is really fun this game has good graphics and its just to good to explain  '),5
765,I introduced this game to my 8 year old and my husband. We are all hooked! I am fascinated by the concept and simple yet brilliant design. The forced 30 second ads that another reviewer mentioned are only if you want a hint. The between-round ads are short and intermittent.  '),5
766,"Funny, simple and it'll keep your kid(s) entertained. Loved it. I'll admit I played alone myself just cuz it's fun.  "")",5
769,"It was a pretty fun game, not one of my personal favorites but definitely give this one a look if you have the chance too.  ')",4
770,"This game is pretty addictive. U can play if you aren't willing to make any in app purchases but you have to be really smart & frugal about how you use your gems & only continue once for every game. If you don't,  the game is impossible. Playing this way takes longer of course but the game is challenging & fun though so I don't mind.  "")",5
771,"It's a good game but there needs to be a way to turn off hints. If you don't find a word in the time it thinks you should, it keeps giving hints which ruins the gameplay. I pause for various reasons like talking to someone, cat catching a mouse, watching tv at the time, etc.. Or sometimes it might take longer to fins a word than seconds allowed before the hint.  "")",4
772,Pratique le franÃÂ§ais mais pas assez de mots Canadien franÃÂ§ais.  '),4
776,Pls give me some help my face book one friend is not showing in this game list pls short out t his problem and my friend is playing coin master and not showing my friends list pls help  '),4
777,"Game is very good  looking. Enjoying how the art style is and it's basicly a better fallout shelter. Seems to ask maybe a little to much for $. But I don't mind supporting the game if I feel it go somewhere. A little tip. Either make the dogs do something or remove them. Damn near 13$ for a animal that does nothing  is complete ass  and a huge turn off  "")",5
780,"Resetting the leader board in the next update ?? Is not a good idea. Just because many players like me grind for better stats and all of those time and efforts to do it will just be gone , just because of the reset every season in the next update. And to be specific in the idea it is hard more to those in top global qualified players .  ')",5
781,"Another game nearly ruined by ads that can't be passed up. HATE that guys.  "")",4
783,"This game is amazing! There was only one minor thing that bothered me. Sometimes, during the events, I might have one or two cards left in that ""round,"" and I earn three stars. I think it would be nice if it reset during the round so you could get the amount of cards to deserve.  ')",4
785,"This game can be addictive but it is fun to play. Land expansion is too limited. Areas for expansion needs to improve. There is land not made available for game play. The addition of War interrupts game play during Club Challenge. Teams don't have enough time to recover and restore inventory to build their City.. Also, vu energy should be available for purchase with sim money and not take so long to replenish. Otherwise, it is an enjoyable game.  "")",4
787,"Great game. The shaking on first strike is annoying, and the darkened areas make it impossible to see. Still one of the best mobile games I've played. Despite what people say there's about one ad every half hour, and few glitches and lag even on an old, cheap, device like mine.  "")",5
789,Awesome app for kids. Gr8 they  do not have ads  '),5
790,"Great game, my children 7 & 4 love playing it.... when they get a chance hahaÄÅ¸Ëï¿½ One thing I have noticed is you need to fix up the 111st to 111th after defeating the Boss! There is no st in 111  ')",4
791,"Very nice game beautiful graphics and nice gameplay. We all know that Avengers Infinity War trailer is released add some new characters from this movie like Iron Spider, New Captain America suit and other new characters. Other things are very good i don't have any complain regarding this game all things are working perfectly keep it up. Thank you  "")",5
792,"Some of us cannot afford to play no matter how much we enjoy the game. I am so unhappy. After level 40 I have to wait forever Energy runs out to quick no matter how well or strategically I play, please be kind and give me a bonus, thnx  ')",5
795,"Been playing for over a year now.  Developers have turned it into Pay 2 Win, so it's not as much fun as it once was. You have to spend big bucks to get the newest equipment and I mean several hundreds of dollars. I don't mind them making profit, but it's just too much. It was great, but  now it's only a good game.  It could be great again hopefully with the upcoming changes.  "")",4
796,"My phone has been on meltdown since I found this game! Join up, great fun!  ')",5
797," LOVE THIS GAME This is good game design. It rewards you no matter how high you go with a beautiful little tower. The colors are really satisfying. It keeps me engaged since you can ""regrow"" your blocks. That creates tension too--something to strive for. It\'s so simple but soothing and really addictive!!  ')",5
799,"The best game ever I have played in my life. This game is so relaxing and very entertaining. Best fiends is the best game for me. I didn't expect that this game will be soo good and it is the first place in my favourite games.  I am sure that if you download it you would be very happy because it is a mind relaxing game. I am sure you will definitely love this game a lot. Hats off to the person who created this game. Thanks a lot for creating an wonderful game like this.....ÄÅ¸Ëâ¬ÄÅ¸Ëâ¬ÄÅ¸Ëâ¡ÄÅ¸Ëâ¡  "")",5
801,"Been playing for a few years and absolutely love the game.  Got a new phone, Moto G5 Plus, and now there is a half second pause every time I hit the gas or break in every race.  Extremely annoying when you're racing friends.  "")",5
803,"One of my most favorite games. I also love how there are different games of levels such as Cut the Rope 2. Also updates and additions for the holidays. I only just started this game a few days ago, and I'm happy that whenever I finish the game I'll have Cut the Rope 2 to play. Credit to ZeptoLab.  "")",5
806,"I literally LIVE for Dragon City!! I just can't get enough of these dragons. ÄÅ¸ï¿½Â²ÄÅ¸ï¿½Â² Breeding, buying and fighting. The three B's. To anyone that is reading this, looking for an addicting game to veg on, I recommend Dragon City and Virtual Families 2. Have fun! ~Catrina B.        P.S.- Keep up the games, creator! ^ÃâÃÂ°  "")",5
808,This is a game that you will become addicted to. I catch myself coming back and checking my progress at least 3 times a day. I enjoy seeing the progress i do make over time. I dont buy games on my phone but i would have paid for this one. You make alliances and check in on them from time to time and they will assist you like they did for me.  '),5
809,"reat game This is a wonderful game, with great gameplay, amazing aesthetics and highly addictive. Totally worth the $2 for the premium version. I do have one problem though: even though I am pretty decent at the game, Google Play won't give me any achievements even though I'm sure I have earned some. It won't even let me open achievements or leaderboard pages. Is anybody else having this issue?  "")",4
810,Bawa abata merebucks jangan merabarks. Lat lat mmmmm dapnyeeee jilattttt  '),5
811,"Completed all but just couldn't get enough of it. Everyone should play Redball 4. It is D best android games I've ever played. Those who complained about the Game play and control has an abnormal thumb. Easy, Fun & Challenging but nothing impossible to get through. I just hope they make new levels.  "")",5
813,"I love this game so much. It's a lot of fun fun fun.  "")",5
817,"This game is great but I would only rate it a five if there were less adds. Every game I play, as soon as I finished it said ""add break"". This is very annoying as the adds are up to 30 seconds long. Please get rid of them.  ')",4
818,Enjoying game so far! Just started playing but I have to mention about the dot control. Speed is awkwardly too quick sometimes or it inches forward frustratingly bit by bit slow.  '),4
821,Down side.  No extra add ons! Body kits! ect..  Pimp my ride sort of thing. .. but then for a free app.....  Tidy graphics....great game.  Would be nice to sell old cars for a tidy profit!  Maybe put in a bid system so we could buy and sell to other players. .... this could include parts!! :) and or race for pink slips over level 3..  '),5
822,"It's a good game that is easy to understand with. But it is missing one thing, a way to save your progress! It uninstalled my game and I had to restart from the very beginning. Will give 5 stars once fixed.  "")",4
823,Anyone that says to many ads or anything negative is wrong. Ads only every 5 rounds. Great game play. I love it. Great title with play on words. Stick Game: The Fight instead of Stick Fight: The game. I love the game.  '),5
826,"Amazing game! Never thought I would enjoy a card game but I gave it a shot and it was worth it. Give it a chance and I am sure almost anyone would like this. It is always evolving to stay fresh and there are always new quests so it doesn't get old. This game can also be played completely for free without ever spending a dime and it is still competitive.  There is no better free game to kill 15 minutes or play longer. Thanks Blizzard! Also if you are familiar with the Warcraft universe, you will recognize many faces.  "")",5
830,I love this game but can you adjust the map and add a city and make more humans so I can kill many.. I really love this game  '),5
831,"I love this game. I've been playing it on and off for years, one of the only games I bought a full addition for. You can unlock other game types so you don't have to buy them, even if the challenges are a bit extreme. For long time play you can't beat it.  "")",5
832,I love it so much every body give it a 5  '),5
833,"Update: game is really good graphics are great but you really dnt advance or get event cars unless you spend money. You only have a limited amount of fuel/ tickets. So on these time limited event races you're really forced to be by your phone all day or spend money since upgrades don't amount to what you need to advance through the series  "")",5
835,Highbury  LORI SAID HE HAD BEEN THE FIRST TIME IN MY OPINION OF THIS WEEK IN RERUN FORGIVENESS LEADERSHIP MISSION SCRIPTURE  '),4
836,"I love this Game App! My hubby was giving me the hardest time when I first started playing it...and now he is hooked just like me! I had the best time playing the different games that Are usually locked during the Thanksgiving holiday when all games open. Only complaint would be it takes too long to open unlock games ... People would buy more coins if more games to play we're available instead of spending coins trying to unlock games.  I personally spent more cash on coins during the all games open.  "")",4
838,Level 1599 is not solvable/player friendly. Please check/correct it.  '),5
839,"I have updated to the new version in order to play the new games on the mobile version but now the spin button is blacked out and I cannot play it. I feel that your response time is non existent because I have used the help button but no response from you ever. I enjoy the game even though your bonus is soo little, 20000! Two spins! Please advise what needs to be done in order to play the new games or six the app  ')",5
840,"Pretty good game on whole, though it seems rigged in favour of certain players some times.  An example of this, that happens regularly, is one player will win with a pair of 5's and confidently bet heavily on it, then you can get a pair of queens and a pair of jacks and the same player will have a full house. Just when you think you've got him or her back with a full house of your own, he or she suddenly has four of a kind.  These players will typically win five or so big hands, then leave the table.   Putting this negative aspect aside, the game-play is slick, the graphics good (well as good as you need them to be) and there are some nice features for gaining more chips to play with. One addition that would improve it, would be the option to watch ads to gain chips. With as many players as there are, it would surely be easy to attract advertisers, which would generate revenue for the developers whilst providing players with a way to gain chips without parting with real money...everyone's a winner!  "")",4
841,"Needs more verity of items.  But good time killer need to refill the lighting bolts faster so you can bid, it takes like 6/7 lighting bolts just to join an auction than you use cash you only get so many lighting bolts per day.  You should not have the lighting bolts to join an auction.. Just my opinion  ')",4
846,"Great game, loads of different puzzles. Definitely makes you think differently.   Their is a few bugs, for example the level where you have to ironsmith a key, it doesn't always allow you to put the molten metal onto the anvil  "")",5
847,"It is soooooo addictive and also VERY awesome. The only problem is that because people go on the game on their phone's or tablets I find it hard to control I don't know if anyone else thinks so but that's my opinion. Pls no hate anyway, Peace out and the reason it is like slither.io is bc it is by the same company  "")",5
849,"Is there a possibility you could add the wishlist to the app? It would make it a lot better and maybe add competitions to earn vip? Its only on the web and its kinda unfair because half of use aren't even aloud VIP.....Because our moms/dads/guardians won't let us buy it....Could you please add these features in?  "")",4
850,"I see I'm not the only one, but since update I'm not getting any ship drops. Gamebreaking for pvp. Please patch soon.  "")",4
851,My battery died on me this game is great love it  '),5
852,"I want to give 5stars, but there are a few improvements needed.  1) There is no option to exit the game. I have to manually exit, using home button. 2) Heating Issue : The game heats my phone to the core. I thought it might be my phone, so I switched to a better phone. Same issue. I do not understand the reason why does it do that. 3) A minor change: It takes a long time to start the game. If connected to the internet then it takes longer. ***This in an Awesome Game*** I love playing it. Please fix the above issues. I'll give 5 Stars.  "")",4
853,"Better than Farmville. Crops never die. You could lower the price for factories. It takes forever to get 350,000 or more coins. Also, the barn fills up fast. The construction supplies and mini game items should be separate. Love the graphics especially in the undeveloped parts. The bucket head snowmen make me smile. :D  ')",4
856,This game is really cool i love everything about it my brothers mad because there is no enemys but i think that would make it way too hard please keep the game the way it is its sucha coral game  '),5
857,"A time suck that I adore. This ap will suck me in for a solid hour of play, daily if I let it. Wish it offered more one on one challenges.  ')",4
858,"This game was just really really good! But please please make the exact same game but instead, if you do something illegal like crash into another car, the cops start chasing you. If you do do this I will comment on every single game that comes up on the adds. But, there is a tiny bit to much adds. Anyways, AMAZING fame!!!ÄÅ¸ËÅ   ')",5
859,"I love it, I really do, and for me it's not just a children's game! I play it every single day, but I was wondering: when are you going to add more worlds??? And also, it would be nice if with the coins earned, we could also use those to buy other characters ÄÅ¸ËÅ  Thanks!  "")",5
860,"I love that I have won so much although sometime I think they skip paying but overall it's a great game....THANKS. Can't say enuf first game I really liked set the stage for other Casino games! Wish they would offer bigger incentives!!!   Everybody come play with me!!!! VBaby!!!  I do try to grab up friends but ur competition is so great and offerings r better but I still play!!!! Faithful!!!!!  Please offer more incentives and work on Gummy Drop!!! Well the updates seem to be great...Free spins, more wins.  "")",5
862,"Good for learning breaks, music is chilling...  ')",5
864,"One of my favorite games ever. One of my favorite things about this amazing game is that it's simple. There are so many games that are so confusing and with so much stuff, but this game is simple. My favorite things in the game are: 1. The music 2. The graphics 3. The Gamplay One of my beloved things about the game is that it offers so much more like Merchandise, Photo Mode (where you can take a Photo when you want to; you pause the game and take a photo anytime you want), Portraits and so much more!  This is such an Amazing game and I think that's it's Underappreciated. Good luck in your following game: Alto's Odessy! (I wish you'll make the Alto's Odessy the same chip in the corner of the A and the O)  "")",5
868,"This is a wonderful game But why does the price of another character increase when we buy a new character.For example i bought mia then andrea's price increase from 10000 to 15000.And please fix olivia.why is she brown and wearing glasses  "")",5
870,"I love it lot's of action  "")",5
871,"I think more jackpot's should be easier to win. I've been playing for 8yrs, and this is the 3rd phone I've had to download it on. It's very annoying bcoz it takes me straight back to the beginning again. I had $19m+ and now I'm back to $2m and I was nearly on platinum. Very disheartening, and not just to myself, going by other posts on here.  "")",5
872,"Its so super expensive to buy a fucshia tiara, please when i unlock it please reccomend 1999 coins again and my pou so super preety pink and so beautiful. Update: please when i unlock it it must be 999 coins per item and please make it cheaper and please make it more beautiful like adding sparkles in tiaras and make more minigames and specials!                                   Problem: i can't raise enough money and food and please make the tiara cheaper so i can save lots of money.     Note:It must be made when January 1 2018 thank you!                                             Email:knoxdune 2014 com. Nickname:Ichiko /Love it very much thank you! Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤  "")",5
873,"Thank you for giving back most of my cars and maps but I am still missing classic monster, chilly, old master, princess, goggles, lift circuit and lift islands. Thank you again for giving back most if my cars but I would really appreciate it if I could get my old things back too.  ')",5
874,Pretty good but please make free play mode.  '),5
879,"This is so much fun! Big wins, lots of suprises, what person don't like that? All around fun fun fun!! I find it hard to recruit new players with pot giving them a Eason to come play like when I win a jackpot or a big win, there should be a way to share those winnings by getting them to install and play a game as well. Please advise on how to add friends to the game?  "")",5
881,"Notification didn\'t come up as expected, so I had to navigate through app list to get to ""Play"" app were the notification actually was. Other than that, & a few ads, it looked good. I think a crunchy sound would be better than the current window smash sound to make it more realistic.  ')",5
883,"It's obvious this is helping my quick observations of objects and solutions. I like the fact that our have a choice in terms of what you're developing. I'm a recent user but I'll keep an eye open if my opinion changes. Would definitely recommend. Xx  "")",5
884,Create the universe! This is a relaxing little game of combining elements to make new ones. The only ads are the ones you choose to watch to gain hints. The only thing I would change is the fact in the game I will have the sound muted; however the ads will be full volume. This should be fixed so I can continue to play during boring meetings!  '),5
887,"Omg!!!!! I love this app so so so much, it's so much fun to play and the more animals I get the even more fun I 'm going up levels and it's even better than it was before. I just started expanding so who knows where that can go. I just love it. My only complaint is it's hard to move devices for android to apple. You see on clash of clans you make an account but on hay day u use Google or facebook. If you don't u Facebook and u use Google there is no way of knowing how to switch. They should change it like clash of clans and have an account thingy.  "")",5
891,I love lol dolls and so happy there is a game and the game is awesome &lt;3  '),5
893,"It's amazing I love it I like how you can make your own ninja and have any weapons it's one of the best games I've ever played I have it on all my devices it always puts my in a good mood a job well done plus I've saw every episode and the movie I'm a huge fan got lots of the sets (5) stars keep it up  "")",5
895,Have been playing this pretty much everyday. It is fun and I love the battle/race idea. Sometimes it seems that the hit detection is off but it does not seem to happy often.  Truly a fun game and one that I have no problem coming back to all the time.  '),5
896,"est Game Ever! I love this game because the animated animatronics like toy Bonnie he trys his best to hug you. Example: mum is that you? Mum I love you!  The chicken is so weird she has a beak on the stage but when she is at cam 7 in the hallway she has no beak, why is that? Toy Freddie is quite scary but he kind of looks like a stuffed teddy bear instead of an animatronic. Well I love this game thanks for the game Scott Cawthon!  ')",5
899,"I am in love with this game, yet iam unhappy about the fact that once you are prestige 1 in the championship u play against other prestige guys up to 20, instead of non prestiged people. This makes it really hard for me to level up, so zeptolab please mix prestiged people with non prestigers in championships. If you do this, this game will be the best. Thanks Zeptolab!  ')",4
900,"Got a lot further now, Up  to Level 186. Still finding it fun to play occasionally for short time &I am making fairly quick progress. Enough difficulty to challenge but not frustrate by having so replay games forever. I like the wacky scenes. Game is quite generous with rewards. Team concept is quite fun too and I joined one.   A few minor issues for me (but not enough to remove a *). I would like to be able to choose whether or not I use the bombs and arrows rewards in the next game when Crown Rush is on. I often find I do better without them! It would also be nice to be able to go back and replay games I've enjoyed, most other games allow this but I can't seem to find how to do it in Toon Blast. From reviews, I think others share this view. But hey, it's good fun so thank you (to developers) for a nice game.  "")",5
901,This just blows my mind... one thing I would like to see in the future is some rob-top made tutorials on how each editing items works in the game so other players can feel more comfortable making their own levels and not be intimidated by all the other fan made levels... I am one of those players who is intimidated by the other fan made levels... This could help young and creative minds to create their own levels their friends can enjoy. Thanks 10/10  '),5
902,"This may be the most addictive game I've ever played and I play a LOT of games including 2 other word games. One concern I have is that I feel sure sometimes that I have tried a word, had it not accepted then later accepted. That's frustrating, not sure what's going on there.  "")",5
904,"Would you be so kind to give a chance to get ""the piggy"" without money? I have a question:my piggy is full, but when I want to use gold to take some extra steps, it tells me that there\'s no gold  ')",5
905,"This is a fun, easy way to keep yourself entertained and keep your brain active. The only thing I would like changed, is the limit on the words you can find. Sometimes you see several 4 letter words, but you are only given spaces for 3 and 5 letter words.  ')",4
906,"Im addicted. Its relaxing easy on the eyes and fun!  I like to play just before bed to put my mind at ease!  The ads aren't bad...ignore them...Just Say NO! ÄÅ¸Ëï¿½  "")",5
913,"Alright. Tix. Consider bringing them back. Also? Tags? Swearing... Yes, Tag them. But numbers? Come on.  It's the player's fault if they reveal their number. Other than that, cool. You've made a strong community and have a great load of games. One last thing: Don't let us down.  "")",4
915,"I absolutely loved this game... UNTIL today it froze and I had to restart the game.  I was on level 75 and the game made me go back to level 1.  There's no way I'm going to spend the time to get back to level 75.  What a waste of time.  It is a fun game though, other than my one bad experience.  "")",5
919,"MY little son kyle And I Absolutely Love This Game!!! he says the lil' character boy is him!!  "")",5
920,Hi everyone.  I started playing the other game that came out first but in that game you fixing and repairing the garden and the outside things! I started playing this like 2 week ago and I just love it. When I am done with everything everything is nice and clean at hone then sit down a little and play with this game until I lose all off the lives. Just love it!!! Nothing is wrong with the game but you guys could do something about more lives . Play videos in exchange for 1 free life. Other games do that you could too please and thank you! Have fun playing with this game! Peace!  ;) Ã¢â¢Â¡Ã¢â¢Â¡ :)  '),5
921,"Love that the levels get more  challenging as you go on and that you can get extra words to go towards your coins. Also love the daily puzzle. You expect some ads for a free app but they are long ads that I have to x out of at least twice, and sometimes that doesn't even work and I have to push the back button on my phone or exit the game. For that I take a star off.  "")",4
923,"Pretty likeable. The only really useful power up is the free swap though. An ad after every play is annoying, but can't really complain with a free game that doesn't crash often.  "")",4
926,"It's so crazy frustrating and hard to get past 10000 pts and then it suddenly clicks and gets super fast. The worst part is starting from beginning every time unless you pay to skip the stages. Upgrade the boosts asap.  "")",4
928,"Great game, I totally love it. I don't mind the ad but I get annoyed of too many questions of Selena Gomez/Taylor Swift/Beyonce/Ariana Grande etc top hits. How about the legends..like David Bowie, Prince, Foo fighters, Guns n roses, Smashing pumpkins.. other than that, u all admins really rock!!  Edit: So I finally get questions like hits by David Bowie, Oasis..so cool. Well done fight list!! And they do consider our suggested answers!!Ã¢ï¿½Â¤Ã¢ï¿½Â¤Ã¢ï¿½Â¤  "")",4
930,"Awesome App!! I have no problems with it, not at all!ÄÅ¸Ëâ¬ÄÅ¸Ëï¿½ But, I have a question....ÄÅ¸Ëâ Could you guys add more types of difficulties to the levels? Here are the difficulties I would hope that you guys add -Auto -NA -Demon Also, could you guys add more easy, normal, hard, harder and insane levels too? I mean the levels already there are great, but, the full version of Geometry Dash has alot more levels.... Other than that, the App is great, and I have no problems with the App!  ')",5
932,"This game is just amazing. Especially for fidgety people like me who's fingers can move at an extraordinary speed. It is very fun and addicting. It is also educational for kids, since it teaches them amazing songs and pushes them to learn them and level up. And my favorite part has to be how it gets  faster and more challenging as time goes on  Though the game could use some more adapted songs. ;)  I personally hope you take my opinion to heart! Keep on doing what you're doing. -Elliot  "")",5
937,I realy fun but hard at the same time lol ÄÅ¸Ëâ  '),5
939,Izz slaying my moves wahh  '),5
940,"This is a great game that basically drags you in until you are done, it is so addicting but I love it! Only thing is I just started and it takes ages to get up to big numbers but hey ho, ya gotta start somewhere don't we people?  "")",4
941,I love this game but I wish you could earn diamonds instead of buying them  '),5
943,"Really cool. It only took several billions of dollars for me to get into orbit without breaking anything and landing safely. ÄÅ¸Ëâ   Now for the game itself, it could use a better save system because it is tedious to try to overwrite previous builds. Typing the name out every time versus tapping on an old save and tapping on an overwrite prompt would be much easier.  ')",5
944,This update gave the players most of the things they have been asking for over a year now. The only issue i have is that EA is still pushing its pricing model with this game. 300 dollars to full star up a character + another 200 for gear. Its a bit much. The F2P is still full and while you will be hardpressed to make it to number 1 on your shard it is possible and gives great satisfaction. I would recommend atleast giving it a try.  '),5
948,"Sorry with a score of 14.500 you could say I'm addicted lol. So way more fun than Tetris  you don't know what's coming next got to always leave room 4 the big 9 square or ya could be doomed. Well done. If anything. LOSE THE ADDS ÄÅ¸ËÂ£  "")",5
949,"I am not quite sure what I was expecting when I downloaded this game, but I have mixed feelings about it. On one hand, it has great graphics and plenty of base building. On the other hand, it seems to be less combat and more base building/PVP oriented. Enjoyable nonetheless. Worth the download.  ')",4
950,"This  game  keeps me  on my toes. If I happen  to spell out a word that I never knew  existed , I'll look it up in the dictionary . That means I learned  a new word. This game is addictive .  "")",5
951,A big NO to the update! Hate it  '),4
952,"It's a great way to exercise your brain even on the busiest of days. The games are quick, with a wide range of difficulty levels, making it a delightful way to jumpstart your brain first thing in the morning, or keeping your mind engaged even during mundane moments, like standing in long lines.  "")",5
953,"This game is my favorite game ever. The graphics are amazing, the controls are great. I can't seem to find anything wrong with this game. Me and my brother love playing it. I also like that it is available on Google Play Store and the Appstore on iPhones. My old phone was an iPhone, and when I got my new phone I was worried that I wouldn't be able to play it, but thanks to Ketchapp and Google Play Store, I can still play it!! Also, I would like to suggest that you add a feature that allows you to create your own level, but it's not something you have to add, it's just something I think would make the game absolutely perfect for me. Then again, you may already have that feature and I haven't seen it/gotten to it yet. Anyway, it's an amazing game, and I hope Ketchapp keeps making amazing games like this!!! (BTW, Ketchapp games are my absolute FAV.) Thank you!! Ã°Å¸Å¡ËÃ°Å¸ËÅ Ã°Å¸Å¡Ë  "")",5
954,"A great time killer with well-written, diverse, and addicting stories. I'm far from the first one to say this, but my one critique is how often diamonds are needed to make choices that are interesting/clearly crucial to the plot. I don't mind paying for diamonds or playing chapters of other stories to save up, but 20 diamonds should last longer than just one chapter. I suggest either introducing a subscription based option that frees up all choices for a one time or monthly fee or reducing the amount of diamonds needed to make a special choice. An alternative way of earning diamonds, such as watching ads, might be something to consider as well.  "")",4
955,"I'm not much of a pool player, but I am in love with this game! You only compete with yourself so there's no pressure to beat someone else. You can take your time & line up the shots, and replay levels for a better score. Great game to pass the time!  "")",5
959,Kdk  '),5
960,"The game itself is very addicting, albeit sometimes frustrating as well, but all in all, a very entertaining game. However, that being said, there is much that could be added to improve the game experience. For example, buying customizable roads and spheres is a nice touch, but it would also be nice if you could customize the obstacles themselves. Also, if more music were to be added, then the addition of a customizable soundtrack would be quite neat. Perhaps there could be more modes, or powerups that are earned through skillshots during the gameplay.  Other than the improvement that there COULD be, the game as of now is addicting and bound to keep you entertained for hours.  ')",4
961,Over all I like the game alot but it would be nice if it was a little easier to get what you need to make the outfits.  Some require huge amounts and it takes 5 or 6 times to just get 1 thing and very frustrating.   Otherwise all else is great.  '),4
963,"I have completed ALL levels including the Fantastic Chief ""KIWI"" level...and I\'m at 61,000+ points..need more levels please..update more often!!!  ')",4
968,Great and ADDICTING game! Their support team is THE BEST and will work with you until your problem is solved...even if it takes 4 days.  '),5
970,"Guys, There is no doubt that this is the best football game in mobile. This deserve 5 stars. But why are u making it unfair ?  You never give a player but you'll say that there's a chance of getting him. For example scouting. I opened that Europe 1 scouting pack like two hundred times but never got atleast an elite player !  I never purchased FIFA points. Maybe it is a reason I'm not getting a player that I desire.  "")",5
971,Overall I like the game the one thing I hate is the cards that inhibit your progress because they take hours to get after a dual and I refuse to pay money to play a phone game to make it go faster  '),5
972,"Exciting ,head-to-head,easy to brutal matchws.SUPERFUN  ')",5
978,I would give this game 5 stars if there were a way to earn coins besides just getting 10 of them IF you happen to get them on a daily spin. Otherwise you have to buy them. Fix this and I will give it 5 stars. I love this game in every way other than the inability to earn coins!  '),4
980,"I played this game before and have it a second chance. The diamonds are much easier to get this time around. I waited until I passed level 150 in order to give an accurate description. Yes, some levels are difficult to pass. When I loses three or four in a row, sometimes I'll go six or seven loses, then I'll take a break. When I come back I usually get it. I still think this is one of the best Match 3 games there is. I missed it. Glad I'm back!!  "")",5
982,"Fantastic game. Real addiction game I'd say. It's an awesome time killer. Different types of levels never make the game boring. Graphics is okay. Number of ads for a free to play game is less compared to other games out in the market which is a relief.Overall I would give 4.5/5  "")",5
984,"Sir, my opinion is different from all. Making friends in COC does not feel like we have a friend ,we can just invite him or see if he is online but  I think u should add a feature like chatting or somewhat like this. So, we can have a feeling of friend by texting him or her. Thanks , I think u will definitely consider my review . And thanks for the awesome game.  ')",5
987,"Pleasantly addicting! Easy, but not too easy. Not too many words whose clues will become dated next year.  ')",5
988,Best yugi game i ever played in android. But dev can u make a save data to my google account? Bcause this time.. The game didnt save.. I already repeat this game three times bcause i have problem with my phone.. N when i redownload it my latest save is gone...  '),5
990,"So once  I was drinking coca cola and I said this taste like apple juice than I throw it at someone and they say it why did u throw coca cola I said that's apple juice they said oh than they throw it and killed someone than we both ran. (This is a fake story)  "")",5
993,"One of the best games I've played so far. Beautiful graphics too. For the clan battles, I'd very much like the members to be able to enter themselves. Some leaders have either stopped playing or don't really mind. Thanks. And it takes forever to open the tower of fortune. But cool game  "")",5
994,"I love what the game has grown into over the past two years. It's very addictive, and imo, the best game there Is! It's literally endless, and you can play forever and never get bored. Anyone who gets mad about the adds must be extremely spoiled/impatient. The adds only show up if you want to watch one for coins. Seriously.  "")",5
995,"Best moto game ever. I guess now I'll get sick of racing fever and stick to this one. Great graphics great selection of bikes love the police mode love the free mode thumbs up to all well worth the wait  "")",5
996,"Very good game that I can't stop playing. I love the graphic style and the attention to detail. One thing I would love to see in this game though is island taxes. You capture an island and now they have to pay you a bit of coin for your protection. This would give use more of a reason to capture other islands. Also would love to see the ability to buy something from one island, travel acrossed the map and sell it for a profit at another island. This would encourage traveling and even more exploration. Not to mention this would give us a reason to actually visit our islands. Everything else is perfect the way it is. Best of luck and good job.  "")",4
999,I think this game was really funny and cool and you can travel to different places I mean I could play on this all day long I thank that you did a great job on dealing this game I mean I have been waiting for this to happen for a few months now.I LOVE THIS GAME!!!!!!!!!  '),5
