,review_comments,star_rating
876,"Won't let me play the game  "")",1
877,"The people that issued the game are just too greedy with the adverts. I can take some, but they came and came again. Thus, even with my mobile using 'do not disturb' I had a lovely advert in the office when I should have been working.  Deleted  "")",2
878,"ould be better I like the concept... you have to wait entirely too long for your coins to regenerate.  Also why can't we play with random people online?  Good game over all but not worth 4 bucks for unlimited play with what is offered.  Basically you can play once per day smh... rethink this please then maybe I will rate it better or even buy it.  Why make it a free game and you really can't play  "")",3
880,This game have just graphic and so many ads 30 seconds 10 seconds when you play first you have to face many ads  '),1
882,"After the first day the game softlocks permanently on the ""you\'ve been away for *insert time here* and gained *insert amount here*"" screen, and not only that but some of the ads in the game aren\'t closable. No exit button on ads. This game is trash.  ')",1
885,"I got to level 100 and had so much stuff and then my account reset loved the game but would have gave it 5 if my account didn't just go away  "")",1
886,"Good game. However, I haven't received a restart video in a long time. Not cool. Game gets boring having only one life. Would enjoy it more if extra lives were somehow incorporated.  "")",3
888,"Do you like ads? This app has all the ads you could ever want! Uninstalled after the second ad in less than a minute.  Edit: the ads were long full screen video ads (the most annoying kind of ad I can think of) and they didn't come at reasonable cutpoints (like after some leveling or such). Instead they seemed to appear upon clicking powerups. It was all unusually obtrusive and made me much more inclined to delete than buy.  "")",1
889,"1/12/18 I've been trying to figure out what is going on?  The last two weeks I've played I have been cheated out of games won. The first time I notice it I gave the game benefit of dought. But as I played just minutes ago I paid attention to my wins as I did last night and night before. I have won two and did not receive my points. What's going on? If it continues I'll have to drop the game that I enjoy and then lose my points 1/14/2018 Still waiting to hear why I am not getting the extra bonus points for each game you win?  "")",3
890,"It was great, it was wonderful, it was awesome, and then it decided to lose my 3 year, $60 dollar profile with every world unlocked. (perhaps I need to blame Google on this one?) Do you really expect me to rebuy content and re put in time? Ironically these bugs start appearing after BF2 had its large and ongoing debacle  ')",1
892,"Serious issues with the motion controls in this game. It passes the first card in every set automatically, even when motionless. It also often gets stuck during a pass, but the timer continues to tick away, ruining the round. Button control options would be a great idea.  ')",3
894,Phone a friend takes too long!Just give the answer. The english & grammar in some questions is terrible!  '),2
897,"I would have scored higher except there is suddenly super annoying music being played that there is no option to turn off. The ads also now autoplay loud music. I agree with another poster who said it starting to seem like you lose more so you see more ads. I liked this because it was good for a quick game while getting ready to sleep. The music ruins this. I'm going to try another app now.  "")",3
898,Most of the time i play head 2 head i have a 89 ovr team and i miss a large majority of shots with some of my 87+ players while the opponents knock down 3 pointers left and right. It seems like the game is rigged for the other team to automatically be better at everything. I never write reviews but this problem needs to be fixed. I spend REAL money  on a VIDEO GAME. Please fix something.  '),1
903,"There are too many ads. I do NOT think it is addicting AT ALL. I like addicting games. The graphics are amazing as amazing could be. The game is fun and all, but it really is not my type. The controls are a little out of hand, and the skins just make the sausage worse. But, overall on a scale of 1 to 10, 1 being the lowest and 10 being the highest, I would rate it at about 4. The blood is amusing, though. Thats about it. Thank you creators for awesome games!!!!ÄÅ¸ËÅ   ')",3
907,"Good game but lacks the depth of other Mario titles. Super Mario World on the SNES is substantially more addictive. ÃÂ£9.99 for the full game feels expensive, ÃÂ£3.99 feels more like the right price. Having said that it is a clever game, just not what I expected  ')",3
908,"Cheater game it was a reward of 19 points for 8 ball pool game they cheated me didn't give any reward so  no so good game also  "")",1
909,"This game deleted all my characters for no reason. I hope that you return them today because i don't think it is fair for me to work to get them again when i already had them i hope you get this review and do something about it. Please and Thank you.    P.S. by today!!!  "")",1
910,"Nice concept, nice controls, the problem is that is too much randomnes and less skill. It forces me in corners where I'm definitely dead or the good boxes are in corners where i can't go because of the walls and that also means im dead. Please make it less random or ar least make that if i comith to a path and because of the game i cant chage is, at least dont make the first mistake ista death.  "")",3
911,"Has a couple of really annoying bugs and has way too many ads, even after buying the premium, but they tuck it under revives... I paid for ad free don't push this junk in my face if it's going to be an ad, which I specifically paid you not to see.  "")",2
912,"I wish I wouldn't have  downloaded this app.. very irritating and the ads  pop up and the game stops in between.  I will give 0 stars. Completely hate this app, even my data is off,the apps pop up. Every one looks for entertainment by playing games, but such games really disgusting and make others wasting their time and money.  "")",1
914,"Its a good game but it's to much of a newer version of space Invaders from the atri. Next time base it on something you actually came up with. Plus when I look at games I might also like there's space Invaders and Pacman and a rip-off of other original games too it's a shame plus what if someone caught you doing this? is there a law for copyrighting another person work?so next time make a game that you actually came up with ok!  "")",3
916,"The game is very addictive and fun to play. Some of the people playing the game are wonderful and fun to game with. Graphics are very good for a on line game played on phone, tablet or computer. The quests are challenging at best. BUT!!! BE WARNED... This game is not for young children as there is explicit language and cut throat people playing the game. After all it is a war game and nothing more. Now down to the nitty-gritty of the game. Yes it's free, but that only get you so far before you will need to buy packs in the game to advance and unlock the two new characters. The game quests are designed for people to spend if you want to get ahead fast. Large amounts of  $$$$$$ Cash are needed to play this game. $$$$$$ Personal note, I know people who have spent thousands on this game. Over all the game is great for young adults on up. PG-15  "")",3
917,"Even better than before! I love the update where the numbers remove from the bottom bar once they are completely done! As well as the color change option and the thicker inner lines.  Edit: Please add the option to disable the brightness slider so the app can always coordinate with the device brightness, it is very irritating when I play this before bed my screen suddenly changes from the lowest brightness to max which I had used during the day.  I saw your response to another review saying ""You can change the brightness to fix your issue"". Being able to change the brightness IS THE ISSUE, I don\'t understand the decision to give this app an independent brightness. Of course, I\'ll return to 5 stars once it\'s fixed.  ')",3
918,"Like the game hate the ads. I understand that you need to put ads, but did it HAVE to be this frequent? 30 secs of ads after every single round of game makes me NOT want to play anymore let alone buying. If you want consumers to buy it, make trial experience fun not frustrated.  ')",3
922,"I really wanted to love this game, and I will miss some things about it, but I gave it a few months and no matter what, the events don't show up for me. Even if I'm logged in already, or log in as soon as they go live. The whole thing leads up to a whole lot of nothing. The art is top notch. I love it, but the game itself can barely be played.  "")",2
924,"It's stupid it has to many adds. I even had to churn off my Wi-Fi just to play and when a do get to play it sucks. the graphics are terrible and there's parts were you just run straight ahead and, it doesn't even have actual parkour moves its the worst plat former ever  "")",1
925,"The controlls are pretty bad considering how simple they are.  The lag is unbearable. Fix those and you've got a 5star game all day. Simple fun pick up and put down time killer. In fact the lag is such an issue however, the game is getting uninstalled. You can't play a reaction based game when the lag has you 6 seconds behind whats going on.  "")",2
927,"I like the game but, there's a big but! It keeps force closing and it makes me sad! And mad! Verging suicide. Please fix this :)  "")",2
929,"Wayyyyyyyy too many ads. Most of my time on this app is spent watching ads. The game is pretty fun but the controls are so trash. Why can't you just make it so the ship goes however far my finger goes? When you get up to 5+  blocks the controls are confusing and bad.  "")",2
931,"It's play a piano great experience  "")",3
933,"I realize y'all gotta get paid but why make the playing experience for those of us that don't pay cash money.  Not allowing a player to select a pocket when shooting the 8 ball and allowing your opponent to shoot and win. I guess I'm pretty good because nobody has been able to get rid of me playing pool. Instead I seem to get strange lock ups or no response from game. I always seem to lose 100s of thousands. It's a pretty good app and I've sent many people to download your app.  "")",3
934,Too many adds it will piss you off. It lags all the time too. I have the galaxy s7 edge . It has the potential of being a really good game doe. Such a shame  '),1
935,"Grail Fighters locks me out, so I uninstall to try to reinstall and fix the problem. Now, the game is replaced by this and my account is gone. Why bother putting the work in again?  ')",1
936,Google play games has a worse version. Once signed into google play games.even if device is shut off and restarted. This game which is the real one. Can not connect nor load to run. It ran one time on install.  '),1
938,"Dissapointed that I waited months just to buy more clothes. I was expecting actual cloth designing, like the real game, but this is just lame. I thought it would progress into a creative and fun game to kill time, but its rather a chore if your only personal freedom is picking the clothes you buy, and designing a camper + campsite. This game is made for children and profit. Other than that its mildy enjoyable  ')",3
942,"I used to really like this game but after the most recent update, there seem to be a  LOT more hackers. Like I'm not amazing at the game, but there are people that seem to know where I am even if I haven't moved, or shot, or anything. It's rediculous and makes the game really unfair and fun. Plus there has been a number of people that can land far from the plane and be fully geared before the first circle ever forms. It's really annoying. Fix this or I don't have a reason to play anymore.  "")",2
945,"The latest update is bad. People are shooting me through buildings now.   There is also the issue of being in the same spot as another shooter.  I hear thier shots and look down and see their gun as though we are shari g the same time and space. Also I'm getting a message in the middle of games that there is no connection even though I'm online.  Bad enough 50 chips was taken away from bonus but now I'm not even seeing where the scoring properly adds up.  I hope it gets fixed.  I used to love this game but I can't deal with it until it's fixed. I'm not even asking for a new level.  Just fix what was once working.  "")",2
946,In oppo F5 the music is out of sync with touch  '),3
947,I would give more star rating but it is annoying that there is no way to close game when your done. I have to use my back button and it is not ended and comes back up when I want something else. Please fix!  '),2
956,"It took me a while to figure out how it all fits together.  Unless you want to pay money for tools to help you progress is really slow (but this is good cause you have a limited amount you can do in a session so I don't waste heaps of time).  Graphically it's beautiful and probably the reason I stick with the game.  "")",3
957,"The game is not working right. Rewards at several levels are not given.  When opening the app the game opens around level 1145, reward at 1152 is not given, same for many levels after. Game opens around 1145, but am currently playing at level 1242 so need to shift to there what is very inconvenient. Also have tried to put this on the king website, but that does not work either.... Uninstalling and reinstalling the game again does not solve the issue either. NEEDS a solution.  ')",3
958,"It is a fun and relaxing game up to a point.  If you start to advance too far, the algorithm changes and causes the computer to ""cheat"" more.  It will place you against those who have better club sets and  adjust the physics for your opponents that allows them to consistently make chip shots.  Almost out of coins.  I will delete when these are gone.  ')",2
962,"New Update Suck Instead I Spend 8K Gems Still Dont Get Any Tank Hero (Skull Night,Anubis), i Get Many Same Support Hero Like 3 - 5...Goodbye IGG  ')",1
964,I really liked this game until I got to the 4th one. Now when you end a case you need 20 energy to move on to the next case and then you have to wait 3 days before you can start playing again. Use to have the option of paying .99 to move ahead.  Also after  last update I have to hit the pay button multiple times before it works. It would also be nice for you to respond when we ask questios.  '),2
965,I have played this game every day for the past several month. I really enjoyed. I have won and bought many items and prizes and just this week I lost all my inventory. I have reported the issue and they have yet to fix it or offer me a expected date to have it fixed. Customer service is really lacking. I would not recommend this game as everything you won or paid for can go away instantly and not come back. The game was great until I lost my inventory.  '),1
966,"I loved this game. I was very far along. However, since I purchased a new phone I can not retrieve my progress. I was logged in through Google play and would assume it would save my progress and I can sign in on my new device. The fact that it only let's you save through Facebook and not Google as well is ridiculous. Not everyone uses Facebook. I do not have a Facebook account and now cannot play where I left off and it is very frustrating. I am giving this 1 star and wish I could give zero for lack of consideration to save progress on other formats. If I am able to resolve this issue and retrieve my progress through Google play I am happy to give all 5 stars because I really enjoy this game. Until then I will cease to play because I do not want to start over.  "")",1
967,"Please help: I absolutely love this game and have never put so much money into a game before, but I really need help with this ""Client and Server are Out of Sync"" error on my android device. I have tried to message via Facebook but haven\'t received a reply. Can you kindly assist me? My user ID is #2YJVPV092. I will gladly change to a 5 star after.  ')",1
969,Tom tires to quick and so i have to stop playing. Certain games the touchscreen does not work very well and i keep making the wrong moves. This started after the last update. Diamonds!!?? I can only do so much with millions of coins!!  '),3
973,This is a fun game. It sucks that there are always server issues or you get kicked out for some other reason. They give you back your bingo blotters but that should not be needed.  '),3
974,"Everything else is great, EXCEPT the amount of ads... I love the game, but I don\'t want to keep turning on and off airplane mode so I can actually enjoy it.  Edit: there are ads after I go into settings and more information, which doesn\'t leave the app!? Seriously? And the ""messages"" are all more ads for other apps too, lol. Bro calm down with the ads. This is why I\'m now uninstalling.  ')",2
975,Make the game offline and i will rate it beeter  '),1
976,I HATE IT I CANT EVEN GO TO THE FINISH LINE MAKE IT EAISIER BEFORE I WILL KILL YOUR COMPANY  '),1
977,"So really like the game, but on Earth, if you watch the ad to get 20% more angel investors, you get way less. For example 2500 or so angel investors and just turned in to get 3577. I decided to watch the ad and only gotten 3508. When it should of been 4300 or so plus the existing 2500. This does not happen on the moon.  ')",3
979,"The original PC release is so much better, it wasn't bogged down with ads and micro transactions. The only time I can play this without freezing is to play offline, I strongly advise turning your WiFi and mobile data off before playing. It's such a shame to see a beautiful masterpiece turn into a micro transactions monster. And still waiting for a drm-free PC release of the sequel that will likely never happen. An ad every time you click on something  "")",1
981,"When I try to cut the fruits by swiping my fingers...it can't be done easily....it's not the good game at all...I dislike this game...and uninstall it... because playing this bogus game is just waste of time....  "")",2
983,"In the ad it says only 1% make it to level 100. They don't tell you it's because everyone can't handle the ads. If you're going to give me the option to double my idle income by watching an ad and then I choose not to, but still have to watch an ad anyway then I expect to get it doubled. Three is an ad almost every time you just collect your income with no option to double it. With this many ads I should be getting more benefits for how much ad revenue you just made off me. They challenge you to get to 100 so they can get people to play longer and make more revenue when you get absolutely no benefit from this. Honestly of there weren't so many ads I don't choose to watch then I actually would have chosen to watch some. They have no incentive to fix this. But I hope they do.  "")",1
985,"I know I marked it at 2, I enjoy this game but I can't bring myself to give it a 3 or higher. It may sound like sour grapes  but the game is rigged  for the computer to win most games against you. When you have a game in the bag and they have one play left, the computer conveniently throws a Yahtzee and it's common got the computer to throw multiple in one game. I cannot afford to pay money to get extra throws and I won't. So this game is rigged where you can't win against the computer, if you play against people it's not that bad in fact that is fun. Please make human player and computer character have even chances. Thanks.  "")",2
986,"New phone Pixel 2 XL and the game doesn't work anymore... Seems like it doesn't recognize the screen aspect ratio... Making the touch way of in the bottom screen , can't access any buttons there, kinda makes the game unplayable.  "")",1
989,"Liked the game play, graphics was also pretty good, controls were just fine but there really should be a lot more Google Play points given for Single Player campaign. Disappointed on that.  ')",3
991,"Thanks for info that reinstalling won't lose the games that I have already played.   All working now. Quick response.   I got to about level 350 (think now that it was above 400 as I saw a later review about DIGNES at level 399, and had the same issue) and now it has stuck with a screen that says collect and invite or collect. It's been that way for 3 days. Tried rebooting phone, no effect. There isn't an update so can't try that. Had enjoyed game up to that point.  I have emailed help, as I can't do anything with the app, short of reinstalling and losing all progress  "")",3
992,"Got all the way to the end,  and an as popped up accidentally clicked on it cuz it was being slow,  and ended up having to restart all of the levels,  fix this,  it doesn't happen with the other geometry dash games,  just this one every time I exit my data gets deleted...  Fix then 5 stars  "")",2
997,"Cute game, but this ingame rewards for play store reviews is not only morally questionable, but more importantly, is STRICTLY PROHIBITED IN THE PLAY STORE TERMS OF SERVICE! Sorry ketchapp, you've been called out for shady developer practices, will you do the right thing and pull that out of the game? I Hope so!  "")",2
998,"Don't ever, ever change devices! You'll lose everything. Some challenges are fun, most are frustrating. We are not meant to ever go further. Get the obvious vehicles, those with head protection. I have 1 go-to vehicle and am sorry I spent coin on curiosity.  They use to offer coin discounts but haven't seen those in a while.  "")",3
1000,"Great game in the graphics department however, I agree with other consumers when they say the special abilities you can obtain by playing this game ruins it. Simple is best and this uno app is anything but. Sometimes when I log in, the tokens don't even recharge overnight and I have to wait a few more hours before I play three free rounds of uno before you have to pay for more tokens. Very hit and miss app.  "")",3
1003,"Still not as good as the first one. There are way too many in your face ads (commercial breaks after races, seriously?). I'd gladly pay a couple dollars for an ad free version. Adventure mode is pointless due to the small rewards and the racing mode is just a waiting game for the gifts to unlock. The vehicle and character customization is a step in the right direction but the gameplay needs to be fixed before it gets 5 stars.  "")",3
1004,"It is advertised as a puzzle game. It's not. With the supplies you have, you can play for a solid 5 min before you either pay for things with your own money, or wait 45 min for your supplies yo reload. Waste of time, and not  in a good way  "")",1
1005,"Control of the game is horrible! Beside, it opens videos or apps (like google play) without user permission. I know, advertising is good and makes sense but this game forces you to watch videos. I think they should learn from KILL SHOT BRAVO this kind of advertising!  ')",1
1010,Great game but not intuitive... take a very long time to adapt to it  '),3
1012,"Great game BUT uk users beware... it's is american and uses american words eg jelly  for jam, jumprope for skipping rope. I thought this game would be brilliant for my class , I'm  a teacher, but would have to spend too much time explaining the americanisms so I  won't be using it. Parents in the uk need to consider this too, especially younger children and those with reading and language difficulties.  "")",3
1014,"The Nearby feature socks. Can't find pokemon close to me. Need to start over with the features and give gamers what they have been screaming out for  "")",1
1017,"It's literally a copy of Minion Rush. Don't even bother. Micro transactions are also bullcrap.  "")",1
1018,"It takes to long to complete  one mission there is always two parts to the mission and you have to get two stars say to get the guy to build the closest so you play and finally you get the two stars. Then it takes three stars to finish building it. It's taken me two months to fix one room yet it kept saying I was going onto other rooms and I'd have to earn stars for stuff that had nothing to do with remodeling the mansion. I love to play just wish it didn't take so long to fish a room. It's hard to win levels without help.  "")",3
1019,"your stupid app would'n let me play level 1 or 2. it keeps on freezing up when i get to the level page to choose a level. this game is so stupid.  "")",1
1020,"Everyone will talk about the ads. But you should expect them from a mobile game. They aren't too frequent. But some bug fixes need to happen. For example sometimes when I jump it never leaves the slow motion phase and just stays like that until I restart the game. Can't wait for it to be updates though.  "")",3
1021,"Fun game, takes a lot of effort if you don't buy premium currency so only 3* for the ability to pay to be better as well as the poor matches in the raiding system. Also has an annoying habit of sometimes crashing mid fight so progress is lost but you still spend energy points which isn't so bad unless you're fighting a Titan - then it's really frustrating.  "")",3
1023,"The ads are RIDICULOUS. I can't play each game and to close it out constantly and still couldn't play. Ther es is NO reason for all those stupid ads. Uninstalling this app  "")",2
1028,Terrible controles. Too many adds. Cant play because I lag? My circle cant move without it stopping every 5 seconds. Its better to play on browser.  '),1
1031,"Having some issues since recent update. Unable to scroll down to roll, need to constantly gorse restart game to allow this.  I spend red star rings on boosts and to level up characters, rings are spent but the 'purchase' isn't complete. Characters haven't leveled up and no boosts.   This had been my favorite game. Now it frustrates me.  "")",3
1036,"I can no longer ignore the ads. I understand why developers employ them, and with Apple iOS, I was able to purchase an ad-free version of the game, but Android users are not given this choice. I would happily pay to upgrade to an ad-free experience. Ads placed after EACH turn, sometimes DURING the turn, sometimes video ads with loud volume...just unacceptable. Please give loyal players options so that we can once again enjoy the game we grew up loving. I think a purchase option is a very reasonable request.  ')",1
1040,"I was in love with this game.. until the most recent update! Can no longer keep coins for failed levels and what's worse, the game is turning into money pit. Also, a life could be earned by watching an ad and that's gone too.. The first level of the day used to offer to double the coins by watching an ad but not anymore! What's going on? The game used to be perfect! Why fix it if it wasn't broken? I'm moving on to Cooking Madness ÄÅ¸Ëâ¢ so long, Cooking Craze!  "")",2
1041,"This game was kind of boring. I usually like the brain teaser games. This one could barely keep my attention.  I ended up adding a game from the ads and completely forgetting about this one. I just deleted it off my phone. Once i get a game i play it all day non stop, but this game didn't have me excited.  "")",2
1044,"Needlesly complicated. You can't dish out question after question at your own pace. This game is filled with money and videos and powerups and other distractions that aren't trivia.  "")",2
1045,"This game is retarded. First off there are way too many adds. Second, I don't get why I lose a life on every try considering I only get 10 lives. Why don't you just lose a life when you get the lyrics wrong? Also, the music quality for the samples is absolute garbage. Some of the lyrics aren't even right, some song names/artists are misspelled and some levels even have the wrong song music sample. Do not download.  "")",1
1047,"I like to play for fun.  Not become an expert.  Having to earn stats to unlock levels and world's took the fun out of the game.  I'm sure rovio did this to increase in app purchasing.  Yet you cannot buy stars.  Please get rid of the star issue.  "")",1
1048,Your game absolutely sucks it always freezes on me when I try to get more level get rid of it!!!!!!  '),1
1049,"I bought the real minecraft. I was looking for fake minecraft ripoffs and this... This is exactly like minecraft. Not sure how it didn't get copyrighted, but its good for people without money.  "")",3
1050,"It's a good game, but also just another of the many micro transaction money pits. You can play for free, but the gameplay and progress becomes extremely monotonous. I would enjoy the game so much more if I wasn't constantly forced to use real money to advance.  "")",3
1051,"I think that this app sucks because I tried to download my game to the cloud and it kept saying that i need a social network....AND I SPENT $50 DOLLARS ON THIS GAME!.... EA you can find my old lvl 54 game or give me another lvl 54 game I would very much appreciate i and I will give you a better rating .... So basically I had a sim for every quest I got so I would have adults,teens,preteens,toddlers, and baby's. Btw...can you update your game to were you can save your game with Google play games plz and thank you.  "")",1
1052,This game is boringgggg you barely have anything to do and the mommy does not go to jail for child pretectant services the people that commented just lied for people to download it!!!  '),1
1055,"Horrible driving mechanics. The car swings left and right automatically.  I don't know if I'm drifting or watching a car wiggle and I have no control over it.  "")",1
1057,This game is stupid i asked it if i had 2 dogs it said false and i DO! I also asked it if my birthday was tomarrow and it said true but it is not TRUE!  '),1
1059,"I figured out the algorithm and soon as I did they did an started winning every hand I olayed according to the formula they changed it. The game is rigged, its a business. If your going to play...then play, but dont spend your money you will only be disappointed. I would never pay a penny for a chip on this game, game play is RIGGED AND THERE IS A FORMULA.  ')",1
1060,"The way the gaming app setup it's pay base for everything. My son want other minons and it cost 20$ per character I think that's ridiculous preposterous. He should be able to earn enough bananas to purchase other characters  "")",3
1062,"What an awful game. Why take a nice game and make it complex? Slow , non responsive. Waste of time  ')",1
1068,Uses over a full gb of internal storage with no option to transfer to sd. Ridiculous  '),1
1072,"Est ce qu'on peut avoir la version sans la musique de noel SVP  "")",3
1074,"30 second adverts every time you die. Instructions flash up on the screen for a matter of seconds then you have to do it almost instantly. Crashed my phone after playing on it for 5 minutes. I don't recommend  downloading if you don't want to waste your time. General idea is good though...  "")",2
1077,"This game would be great, if you could control what your guys do in combat.  It\'s like you\'re watching your buddy play, and when he gets up to pee he hands you the controls and says ""maintain the castle while I\'m gone. I\'ll handle combat when I come back.""  Watching the coolest part of the game with no control.  ')",1
1078,"I bought this game last year on my Note 4, and enjoyed it quite a bit. I've recently acquired a new device, a Galaxy 8+, and the controls are unresponsive at times, making the game unplayable. I'm not sure if this a common problem, but it would be great if somebody looked into it  "")",3
1079,"Map skins, design elements, hero models are extremely poor. Graphics is not very good either. New hero is always too OP.  However the gameplay is somewhat balanced. I have a mid-speedy connection and I can run it without lag.  Gameplay is avg quality. The game had so much potential, but it looks like there is zero emphasis is on enhancing the quality of the game. It feels like emphasis is on making more content faster rather thn making quality content.  ')",2
1080,"First a congratulations for this amazing game... Ok. Now please focus on following  1) focus on guns damage power in different weapons. 2) improve little graphics.. we don't want hd graphics but little far we can see. 3) Add some more guns  4) add more maps 5) improve flexibility to aiming and fire.  "")",3
1081,"Way too many ads! It's so annoying that I want to delete and find a new app  "")",3
1082,"Loved this game. Solid 4 star game. Then the newest update comes out and my account is gone and has been replaced. Seems like a lot are having the same issue, but kefir sits quietly. Bring back my account=get your 4 star rating back. Better hurry up though. Lots of people are abandoning for good.  ')",1
1084,"Fake slot machine with fake money for real money? Why not one price for Sega slot machine game? Pay to play like the real slot machines is radiculas! You buy the game you play a game and you achieve a score  on the level you play witch is the coin amount to achieve the score, and you could add new slot machine like zen pinball does. What's so difficult about that? this could be a fun game if approach in a good way. You could of sold the game for a couple of pound with 5 slot machines and the option to buy more for a pound each with a online world score board based on offline single play.  "")",1
1086,I rate this 2 stars mainly on the strength of the stories.  I would have given it no stars or one but the authors deserve credit. The app is really poor in that you either have to wait 15 minutes at a time to finish a story or pay anywhere from 155 dollars a year (weekly) to 40 dollars if you buy an annual subscription. Not worth it at all.  '),2
1089,Not working  '),1
1091,"As a huge fan of MCC.. I AM VERY DISAPPOINTED about this latest update. Kindly create a new types of fighting modes even for next update. For Event mode fighting kindly change the rewards for atleast next time. If you give lesser value rewards than now we satisfied but don't give same type of rewards for every update. I hope it will change in next update. We want some creativity . if you accepts I send the new possible ways for creating new types of fighting ways  "")",1
1094,The only beef I have is that when you complete all the tasks to fight the boss for your next belt you only get one chance. If you die fighting the boss you have to do a new set of tasks to have one more shot. The controls are way to finicky and are prone to accidental taps on the screen. One accidental tap and you are done. More frustrating than fun...  '),3
1095,I really like this game after this updates of the game will not load on LG g4 ls991 prompts that you need to update to the latest version of the game after you have already updated takes you to Google Play Store gives you the option to uninstall or open when you select Open the game goes to a blank black screen and never loads after you exit out using the Android menu and go to restart the game it goes back and ask you to update to the latest version please provide feedback on this issue.  Addendum : 1.16.2018 - No feedback was provided regarding this inquiry.  '),1
1098,Way too many advertisements. I could hardly play the game.  '),1
1101,why is it all the good games have update such as this and with it comes a bombardment of adverts that ure completely unnessesary. i have now deleted this game as a result. stop the flooding of ads within games. its now always about squeezing every penny you can from them. the enjoyment is now gone.  '),1
1107,"At first the game was fun and awesome!! But after I've unlocked all the powers and upgraded all the abilities the game become superhard and it's not fun anymore so.. This game is badly optimized and on further level the game becomes annoyingly frustrated!!! Enemy's become way to powerful so why should anyone upgrade at the 1st place!! I liked this game a lot but I'm uninstalling it right away... it's a shame...  "")",3
1108,"DO NOT DOWNLOAD BASED ON ADS. THEY ARE STEALING FOOTAGE FROM OTHER GAMES TO USE AS THEIR ADVERTISEMENTS. THIS IS NOT AN FPS GAME WITH MUSKETS. THIS IS NOT AN ADVANVED RTS. This game doesn't have any of the things you see in the ads. It's a standard below average Mobile style RTS which is copied from several other games not pictured in ads, and not on a good way.  "")",1
1111,"Game is great, but when you lose all your lives it takes some minutes for you to be able to play again, or you can buy the pro version but who wants that? I just wanted to play whenever I wanted to without paying extra for it... You maybe could allow us to play without achieving anything without the need for lives...  ')",3
1114,"So many ad\'s, there back to back ad\'s. When I am finally able to select a race, guess what...another ad pops up and takes me to the play store to download it. I go back to the game and I gotta start all over again from the first screen. Ad\'s ad\'s ad\'s I was only able to play on the first day I downloaded it, after that..... Ad\'s ad\'s ad\'s                    ""AD\'S!!!"".... But i did like the game when I played it  ')",1
1117,"The game desparately needs to offer more coins as skill level increases.  The frequency of coins remains the same while the skill level demands more and more coins (in the thousands).  Watching ads helps, but the player finds themselves doing that exclusively, which defeats the purpose of the game.  Physics, graphics and gameplay are good.  ')",3
1118,"Sublime controls, varying but very original and fun game modes, and an online leaderboard for the ones interested..!  I'd easily rate this 5 stars if the white-on-grey theme didn't give me a headache! For the love of whatever God is out there, at least give the choice between a light and dark theme, PLEASE?!  "")",2
1119,"Really like it before the update.  Go ahead and try level 486...the difficulty has increased exponentially since the update, I think the ""new bubbles"" were just thrown in without any adjustments to compensate for difficulty.  I didn\'t mind playing a level a few times, but I\'m not going to play one 20+ times in order to get through it  ')",1
1120,"It's a great app however it keeps crashing and I have to start the drawing all over again. The whole app stops and my drawing starts over and it's really annoying. If this gets fixed I will definitely rate 5 stars  "")",2
1123,"Its a greag concept, but the bots are WAY to easy. I would stand still or they would just fall off the map or someything. Too much ads  ')",2
1128,Rubbish it kept on feeling  then when i pressed the control to turn right it doesnt then 2secs after it moves and always make me lose  ÄÅ¸âÂ¿  '),1
1131,Good game  but i used to play this 6 years ago on pc and on my phone and i cant restore anything not only that its a bit unoptimised for my phone and needs updating and now i need to pay to fast forward? Since when? How stupid and money making is that why dont you take a dump on a good game some more. Sort it out please.  '),1
1133,Its a fun game and it is a good time killer but a total pay to win game. Even if you put it time they make it almost impossible to finish any events and such without having to pay for gold or watch like 20 ads to get one thing.. Only download if you have tons of free time or lots of money to blow.. Just saying..  '),3
1139,"I'll tell you what I think! There are many superlatives I could use...but just one is necessary.CHEAP, CHEAP, CHEAP, CHEAP, CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP CHEAP. Don't waste your time downloading it. You will spend hours,then days,then weeks accumulating credits and spend less than 1/2 hour paying minimum to loose them all. If you want to play any of the better, more exciting games, you won't even play that long. So I'm deleting it and never will I reinstall it. I realize they all want you to buy credits, but this bunch won't even let you accumulate. Shameful sccammy.  "")",1
1142,Anyone else fond it bogus that when playing against the game in collecting the monkeys you have to collect 2 and 3x what the game does? What a crock!!  '),2
1148,"Too many ads, they just pop up randomly.  ')",3
1152,"Great game with lots of great content. Unfortunately after having spent time and money on this game and getting a new phone, I have not been able to resume the progress from my old phone. I certainly am not going to start over from scratch, so I suppose I won't play anymore at the moment. It would be great if you all could find a way to save game progress online so that it could be played across devices.  "")",3
1153,"Well I downloaded this game off the family guy quest for stuff platform on the pretense that I would get 20 clams for downloading and completing the tutorial, well I never did. I asked family guy support and they said talk to township support who then told me to talk to family guy. If no one owns up I'll just delete both games. I like them but I dislike liars worse.  "")",3
1155,"ip off Total waste of time going through levels you think there would be higher prizes for each levels and the spin wheel omg don't start me there even smaller prizes there and yet this is just a waste of time to download rip off and just to add I've played every single slot on her and guess what not even one spin I rate 0stars  "")",1
